wavenumber_cm_minus_1,transmittance,absorbance
2.006000000000000000e+03,8.491999999999999549e-01,7.099001450603882601e-02
2.007000000000000000e+03,8.494000000000000439e-01,7.088774334533932964e-02
2.008000000000000000e+03,8.497000000000000108e-01,7.073438174693445768e-02
2.009000000000000000e+03,8.497999999999999998e-01,7.068327324650439114e-02
2.010000000000000000e+03,8.499999999999999778e-01,7.058107428570728481e-02
2.011000000000000000e+03,8.500999999999999668e-01,7.052998382251052245e-02
2.012000000000000000e+03,8.502999999999999448e-01,7.042782092345008238e-02
2.013000000000000000e+03,8.505000000000000338e-01,7.032568205141216666e-02
2.014000000000000000e+03,8.507000000000000117e-01,7.022356719509802170e-02
2.015000000000000000e+03,8.508000000000000007e-01,7.017251876930863386e-02
2.016000000000000000e+03,8.509999999999999787e-01,7.007043991541213324e-02
2.017000000000000000e+03,8.510999999999999677e-01,7.001940948448528990e-02
2.018000000000000000e+03,8.512999999999999456e-01,6.991736660762880307e-02
2.019000000000000000e+03,8.514000000000000457e-01,6.986635415888234335e-02
2.020000000000000000e+03,8.516000000000000236e-01,6.976434723371503777e-02
2.021000000000000000e+03,8.517000000000000126e-01,6.971335275448034552e-02
2.022000000000000000e+03,8.518999999999999906e-01,6.961138175567818664e-02
2.023000000000000000e+03,8.520999999999999686e-01,6.950943469373041528e-02
2.024000000000000000e+03,8.522999999999999465e-01,6.940751155740172706e-02
2.025000000000000000e+03,8.518000000000000016e-01,6.966236426226994627e-02
2.026000000000000000e+03,8.514000000000000457e-01,6.986635415888234335e-02
2.027000000000000000e+03,8.508000000000000007e-01,7.017251876930863386e-02
2.028000000000000000e+03,8.502999999999999448e-01,7.042782092345008238e-02
2.029000000000000000e+03,8.497999999999999998e-01,7.068327324650439114e-02
2.030000000000000000e+03,8.493000000000000549e-01,7.093887591523453939e-02
2.031000000000000000e+03,8.487999999999999989e-01,7.119462910671574274e-02
2.032000000000000000e+03,8.484000000000000430e-01,7.139934015547574897e-02
2.033000000000000000e+03,8.478999999999999870e-01,7.165536473513789417e-02
2.034000000000000000e+03,8.474000000000000421e-01,7.191154033502915321e-02
2.035000000000000000e+03,8.468999999999999861e-01,7.216786713341821757e-02
2.036000000000000000e+03,8.465000000000000302e-01,7.237303755504594094e-02
2.037000000000000000e+03,8.459999999999999742e-01,7.262963696097647637e-02
2.038000000000000000e+03,8.456000000000000183e-01,7.283502570063013493e-02
2.039000000000000000e+03,8.454000000000000403e-01,7.293775650699992064e-02
2.040000000000000000e+03,8.451999999999999513e-01,7.304051161972426043e-02
2.041000000000000000e+03,8.450999999999999623e-01,7.309189829456422260e-02
2.042000000000000000e+03,8.449999999999999734e-01,7.314329105030767386e-02
2.043000000000000000e+03,8.447999999999999954e-01,7.324609481026296554e-02
2.044000000000000000e+03,8.447000000000000064e-01,7.329750581735504367e-02
2.045000000000000000e+03,8.446000000000000174e-01,7.334892291111110019e-02
2.046000000000000000e+03,8.445000000000000284e-01,7.340034609297250989e-02
2.047000000000000000e+03,8.446000000000000174e-01,7.334892291111110019e-02
2.048000000000000000e+03,8.447999999999999954e-01,7.324609481026296554e-02
2.049000000000000000e+03,8.448999999999999844e-01,7.319468988839396284e-02
2.050000000000000000e+03,8.450999999999999623e-01,7.309189829456422260e-02
2.051000000000000000e+03,8.451999999999999513e-01,7.304051161972426043e-02
2.052000000000000000e+03,8.453000000000000513e-01,7.298913102434891054e-02
2.053000000000000000e+03,8.454000000000000403e-01,7.293775650699992064e-02
2.054000000000000000e+03,8.456000000000000183e-01,7.283502570063013493e-02
2.055000000000000000e+03,8.457000000000000073e-01,7.278366940873523538e-02
2.056000000000000000e+03,8.458999999999999853e-01,7.268097504034393141e-02
2.057000000000000000e+03,8.460999999999999632e-01,7.257830494958131262e-02
2.058000000000000000e+03,8.463000000000000522e-01,7.247565912497125340e-02
2.059000000000000000e+03,8.465000000000000302e-01,7.237303755504594094e-02
2.060000000000000000e+03,8.467000000000000082e-01,7.227044022834548664e-02
2.061000000000000000e+03,8.468999999999999861e-01,7.216786713341821757e-02
2.062000000000000000e+03,8.470999999999999641e-01,7.206531825882056541e-02
2.063000000000000000e+03,8.473000000000000531e-01,7.196279359311698320e-02
2.064000000000000000e+03,8.475000000000000311e-01,7.186029312488020904e-02
2.065000000000000000e+03,8.477000000000000091e-01,7.175781684269091909e-02
2.066000000000000000e+03,8.478999999999999870e-01,7.165536473513789417e-02
2.067000000000000000e+03,8.479999999999999760e-01,7.160414774328618948e-02
2.068000000000000000e+03,8.480999999999999650e-01,7.155293679081800584e-02
2.069000000000000000e+03,8.480999999999999650e-01,7.155293679081800584e-02
2.070000000000000000e+03,8.480999999999999650e-01,7.155293679081800584e-02
2.071000000000000000e+03,8.480999999999999650e-01,7.155293679081800584e-02
2.072000000000000000e+03,8.481999999999999540e-01,7.150173187630921856e-02
2.073000000000000000e+03,8.481999999999999540e-01,7.150173187630921856e-02
2.074000000000000000e+03,8.481999999999999540e-01,7.150173187630921856e-02
2.075000000000000000e+03,8.481999999999999540e-01,7.150173187630921856e-02
2.076000000000000000e+03,8.483000000000000540e-01,7.145053299833613314e-02
2.077000000000000000e+03,8.483000000000000540e-01,7.145053299833613314e-02
2.078000000000000000e+03,8.483000000000000540e-01,7.145053299833613314e-02
2.079000000000000000e+03,8.483000000000000540e-01,7.145053299833613314e-02
2.080000000000000000e+03,8.484000000000000430e-01,7.139934015547574897e-02
2.081000000000000000e+03,8.484000000000000430e-01,7.139934015547574897e-02
2.082000000000000000e+03,8.504000000000000448e-01,7.037674848475963807e-02
2.083000000000000000e+03,8.486000000000000210e-01,7.129697256940291383e-02
2.084000000000000000e+03,8.487999999999999989e-01,7.119462910671574274e-02
2.085000000000000000e+03,8.488999999999999879e-01,7.114346641808931559e-02
2.086000000000000000e+03,8.489999999999999769e-01,7.109230975604734215e-02
2.087000000000000000e+03,8.490999999999999659e-01,7.104115911917020798e-02
2.088000000000000000e+03,8.491999999999999549e-01,7.099001450603882601e-02
2.089000000000000000e+03,8.493000000000000549e-01,7.093887591523453939e-02
2.090000000000000000e+03,8.494000000000000439e-01,7.088774334533932964e-02
2.091000000000000000e+03,8.495000000000000329e-01,7.083661679493556684e-02
2.092000000000000000e+03,8.496000000000000218e-01,7.078549626260614847e-02
2.093000000000000000e+03,8.497000000000000108e-01,7.073438174693445768e-02
2.094000000000000000e+03,8.498999999999999888e-01,7.063217075990037286e-02
2.095000000000000000e+03,8.499999999999999778e-01,7.058107428570728481e-02
2.096000000000000000e+03,8.500999999999999668e-01,7.052998382251052245e-02
2.097000000000000000e+03,8.501999999999999558e-01,7.047889936889598084e-02
2.098000000000000000e+03,8.502999999999999448e-01,7.042782092345008238e-02
2.099000000000000000e+03,8.504000000000000448e-01,7.037674848475963807e-02
2.100000000000000000e+03,8.505000000000000338e-01,7.032568205141216666e-02
2.101000000000000000e+03,8.506000000000000227e-01,7.027462162199549223e-02
2.102000000000000000e+03,8.507000000000000117e-01,7.022356719509802170e-02
2.103000000000000000e+03,8.508000000000000007e-01,7.017251876930863386e-02
2.104000000000000000e+03,8.509999999999999787e-01,7.007043991541213324e-02
2.105000000000000000e+03,8.510999999999999677e-01,7.001940948448528990e-02
2.106000000000000000e+03,8.511999999999999567e-01,6.996838504902705425e-02
2.107000000000000000e+03,8.512999999999999456e-01,6.991736660762880307e-02
2.108000000000000000e+03,8.514000000000000457e-01,6.986635415888234335e-02
2.109000000000000000e+03,8.515000000000000346e-01,6.981534770138014823e-02
2.110000000000000000e+03,8.517000000000000126e-01,6.971335275448034552e-02
2.111000000000000000e+03,8.518000000000000016e-01,6.966236426226994627e-02
2.112000000000000000e+03,8.518999999999999906e-01,6.961138175567818664e-02
2.113000000000000000e+03,8.519999999999999796e-01,6.956040523329989900e-02
2.114000000000000000e+03,8.520999999999999686e-01,6.950943469373041528e-02
2.115000000000000000e+03,8.521999999999999575e-01,6.945847013556559479e-02
2.116000000000000000e+03,8.524000000000000465e-01,6.935655895783561509e-02
2.117000000000000000e+03,8.525000000000000355e-01,6.930561233546465860e-02
2.118000000000000000e+03,8.526000000000000245e-01,6.925467168888660430e-02
2.119000000000000000e+03,8.527000000000000135e-01,6.920373701669978173e-02
2.120000000000000000e+03,8.528999999999999915e-01,6.910188558989542595e-02
2.121000000000000000e+03,8.529999999999999805e-01,6.905096883247698047e-02
2.122000000000000000e+03,8.530999999999999694e-01,6.900005804384787278e-02
2.123000000000000000e+03,8.532999999999999474e-01,6.889825436736127240e-02
2.124000000000000000e+03,8.535000000000000364e-01,6.879647454924756045e-02
2.125000000000000000e+03,8.537000000000000144e-01,6.869471857832676331e-02
2.126000000000000000e+03,8.539999999999999813e-01,6.854212931099494532e-02
2.127000000000000000e+03,8.541999999999999593e-01,6.844043290919477052e-02
2.128000000000000000e+03,8.544000000000000483e-01,6.833876031551877617e-02
2.129000000000000000e+03,8.546000000000000263e-01,6.823711151882226600e-02
2.130000000000000000e+03,8.548000000000000043e-01,6.813548650796819039e-02
2.131000000000000000e+03,8.549999999999999822e-01,6.803388527182736845e-02
2.132000000000000000e+03,8.552999999999999492e-01,6.788152797087759760e-02
2.133000000000000000e+03,8.555000000000000382e-01,6.777998612288090030e-02
2.134000000000000000e+03,8.557000000000000162e-01,6.767846801070681595e-02
2.135000000000000000e+03,8.558999999999999941e-01,6.757697362326119117e-02
2.136000000000000000e+03,8.560999999999999721e-01,6.747550294945771354e-02
2.137000000000000000e+03,8.562999999999999501e-01,6.737405597821782832e-02
2.138000000000000000e+03,8.566000000000000281e-01,6.722192993944943462e-02
2.139000000000000000e+03,8.568000000000000060e-01,6.712054217620078145e-02
2.140000000000000000e+03,8.569999999999999840e-01,6.701917807680184136e-02
2.141000000000000000e+03,8.571999999999999620e-01,6.691783763020896225e-02
2.142000000000000000e+03,8.574000000000000510e-01,6.681652082538611093e-02
2.143000000000000000e+03,8.575000000000000400e-01,6.676587128519187453e-02
2.144000000000000000e+03,8.576000000000000290e-01,6.671522765130517840e-02
2.145000000000000000e+03,8.577000000000000179e-01,6.666458992234870762e-02
2.146000000000000000e+03,8.578999999999999959e-01,6.656333217371951383e-02
2.147000000000000000e+03,8.579999999999999849e-01,6.651271215129456182e-02
2.148000000000000000e+03,8.580999999999999739e-01,6.646209802829534941e-02
2.149000000000000000e+03,8.572999999999999510e-01,6.686717627326574376e-02
2.150000000000000000e+03,8.566000000000000281e-01,6.722192993944943462e-02
2.151000000000000000e+03,8.557000000000000162e-01,6.767846801070681595e-02
2.152000000000000000e+03,8.548000000000000043e-01,6.813548650796819039e-02
2.153000000000000000e+03,8.541999999999999593e-01,6.844043290919477052e-02
2.154000000000000000e+03,8.537000000000000144e-01,6.869471857832676331e-02
2.155000000000000000e+03,8.531999999999999584e-01,6.894915322260888879e-02
2.156000000000000000e+03,8.527000000000000135e-01,6.920373701669978173e-02
2.157000000000000000e+03,8.521999999999999575e-01,6.945847013556559479e-02
2.158000000000000000e+03,8.517000000000000126e-01,6.971335275448034552e-02
2.159000000000000000e+03,8.515000000000000346e-01,6.981534770138014823e-02
2.160000000000000000e+03,8.514000000000000457e-01,6.986635415888234335e-02
2.161000000000000000e+03,8.512999999999999456e-01,6.991736660762880307e-02
2.162000000000000000e+03,8.511999999999999567e-01,6.996838504902705425e-02
2.163000000000000000e+03,8.511999999999999567e-01,6.996838504902705425e-02
2.164000000000000000e+03,8.512999999999999456e-01,6.991736660762880307e-02
2.165000000000000000e+03,8.514000000000000457e-01,6.986635415888234335e-02
2.166000000000000000e+03,8.515000000000000346e-01,6.981534770138014823e-02
2.167000000000000000e+03,8.516000000000000236e-01,6.976434723371503777e-02
2.168000000000000000e+03,8.517000000000000126e-01,6.971335275448034552e-02
2.169000000000000000e+03,8.518000000000000016e-01,6.966236426226994627e-02
2.170000000000000000e+03,8.519999999999999796e-01,6.956040523329989900e-02
2.171000000000000000e+03,8.520999999999999686e-01,6.950943469373041528e-02
2.172000000000000000e+03,8.521999999999999575e-01,6.945847013556559479e-02
2.173000000000000000e+03,8.522999999999999465e-01,6.940751155740172706e-02
2.174000000000000000e+03,8.525000000000000355e-01,6.930561233546465860e-02
2.175000000000000000e+03,8.526000000000000245e-01,6.925467168888660430e-02
2.176000000000000000e+03,8.527000000000000135e-01,6.920373701669978173e-02
2.177000000000000000e+03,8.528000000000000025e-01,6.915280831750295065e-02
2.178000000000000000e+03,8.529999999999999805e-01,6.905096883247698047e-02
2.179000000000000000e+03,8.531999999999999584e-01,6.894915322260888879e-02
2.180000000000000000e+03,8.535000000000000364e-01,6.879647454924756045e-02
2.181000000000000000e+03,8.538000000000000034e-01,6.864384953207203210e-02
2.182000000000000000e+03,8.540999999999999703e-01,6.849127813338247439e-02
2.183000000000000000e+03,8.544000000000000483e-01,6.833876031551877617e-02
2.184000000000000000e+03,8.548000000000000043e-01,6.813548650796819039e-02
2.185000000000000000e+03,8.550999999999999712e-01,6.798309356579869400e-02
2.186000000000000000e+03,8.554000000000000492e-01,6.783075407920771682e-02
2.187000000000000000e+03,8.557000000000000162e-01,6.767846801070681595e-02
2.188000000000000000e+03,8.559999999999999831e-01,6.752623532284678098e-02
2.189000000000000000e+03,8.562999999999999501e-01,6.737405597821782832e-02
2.190000000000000000e+03,8.566000000000000281e-01,6.722192993944943462e-02
2.191000000000000000e+03,8.567000000000000171e-01,6.717123309915336293e-02
2.192000000000000000e+03,8.568999999999999950e-01,6.706985716921050333e-02
2.193000000000000000e+03,8.570999999999999730e-01,6.696850489759456626e-02
2.194000000000000000e+03,8.572999999999999510e-01,6.686717627326574376e-02
2.195000000000000000e+03,8.574000000000000510e-01,6.681652082538611093e-02
2.196000000000000000e+03,8.576000000000000290e-01,6.671522765130517840e-02
2.197000000000000000e+03,8.572999999999999510e-01,6.686717627326574376e-02
2.198000000000000000e+03,8.570999999999999730e-01,6.696850489759456626e-02
2.199000000000000000e+03,8.566000000000000281e-01,6.722192993944943462e-02
2.200000000000000000e+03,8.561999999999999611e-01,6.742477650170942971e-02
2.201000000000000000e+03,8.557000000000000162e-01,6.767846801070681595e-02
2.202000000000000000e+03,8.551999999999999602e-01,6.793230779927841856e-02
2.203000000000000000e+03,8.545000000000000373e-01,6.828793294324433938e-02
2.204000000000000000e+03,8.538000000000000034e-01,6.864384953207203210e-02
2.205000000000000000e+03,8.530999999999999694e-01,6.900005804384787278e-02
2.206000000000000000e+03,8.524000000000000465e-01,6.935655895783561509e-02
2.207000000000000000e+03,8.517000000000000126e-01,6.971335275448034552e-02
2.208000000000000000e+03,8.509999999999999787e-01,7.007043991541213324e-02
2.209000000000000000e+03,8.502999999999999448e-01,7.042782092345008238e-02
2.210000000000000000e+03,8.496000000000000218e-01,7.078549626260614847e-02
2.211000000000000000e+03,8.487999999999999989e-01,7.119462910671574274e-02
2.212000000000000000e+03,8.480999999999999650e-01,7.155293679081800584e-02
2.213000000000000000e+03,8.473000000000000531e-01,7.196279359311698320e-02
2.214000000000000000e+03,8.465000000000000302e-01,7.237303755504594094e-02
2.215000000000000000e+03,8.457000000000000073e-01,7.278366940873523538e-02
2.216000000000000000e+03,8.449999999999999734e-01,7.314329105030767386e-02
2.217000000000000000e+03,8.441999999999999504e-01,7.355465218161069685e-02
2.218000000000000000e+03,8.435000000000000275e-01,7.391491307485596740e-02
2.219000000000000000e+03,8.427000000000000046e-01,7.432700607875947219e-02
2.220000000000000000e+03,8.418999999999999817e-01,7.473949048056474642e-02
2.221000000000000000e+03,8.408999999999999808e-01,7.525564752005145519e-02
2.222000000000000000e+03,8.398999999999999799e-01,7.577241873988228849e-02
2.223000000000000000e+03,8.388999999999999790e-01,7.628980560343721906e-02
2.224000000000000000e+03,8.378999999999999782e-01,7.680780957933251718e-02
2.225000000000000000e+03,8.368999999999999773e-01,7.732643214144578614e-02
2.226000000000000000e+03,8.358999999999999764e-01,7.784567476894116433e-02
2.227000000000000000e+03,8.348999999999999755e-01,7.836553894629461059e-02
2.228000000000000000e+03,8.338999999999999746e-01,7.888602616331935602e-02
2.229000000000000000e+03,8.326000000000000068e-01,7.956359344924140986e-02
2.230000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
2.231000000000000000e+03,8.298999999999999710e-01,8.097423541263973346e-02
2.232000000000000000e+03,8.285000000000000142e-01,8.170748724464443891e-02
2.233000000000000000e+03,8.270999999999999464e-01,8.244197917456388969e-02
2.234000000000000000e+03,8.256999999999999895e-01,8.317771540408798459e-02
2.235000000000000000e+03,8.242000000000000437e-01,8.396738981143052338e-02
2.236000000000000000e+03,8.227999999999999758e-01,8.470571697731360539e-02
2.237000000000000000e+03,8.207999999999999741e-01,8.576265223225895684e-02
2.238000000000000000e+03,8.188999999999999613e-01,8.676912888643946442e-02
2.239000000000000000e+03,8.166999999999999815e-01,8.793744441149765889e-02
2.240000000000000000e+03,8.145000000000000018e-01,8.910891135547180375e-02
2.241000000000000000e+03,8.123000000000000220e-01,9.028354676565537862e-02
2.242000000000000000e+03,8.102000000000000313e-01,9.140776115243055833e-02
2.243000000000000000e+03,8.080000000000000515e-01,9.258863922541381297e-02
2.244000000000000000e+03,8.058999999999999497e-01,9.371884422784695912e-02
2.245000000000000000e+03,8.037999999999999590e-01,9.485199814398397045e-02
2.246000000000000000e+03,8.016999999999999682e-01,9.598811640261178946e-02
2.247000000000000000e+03,7.995999999999999774e-01,9.712721455392067660e-02
2.248000000000000000e+03,7.975999999999999757e-01,9.821485469640070520e-02
2.249000000000000000e+03,7.953000000000000069e-01,9.946901754724413180e-02
2.250000000000000000e+03,7.931000000000000272e-01,1.006720501223459102e-01
2.251000000000000000e+03,7.907999999999999474e-01,1.019333393583653352e-01
2.252000000000000000e+03,7.885999999999999677e-01,1.031432272627956365e-01
2.253000000000000000e+03,7.864999999999999769e-01,1.043012730406943506e-01
2.254000000000000000e+03,7.843999999999999861e-01,1.054624150042535735e-01
2.255000000000000000e+03,7.824999999999999734e-01,1.065156537815139248e-01
2.256000000000000000e+03,7.806999999999999496e-01,1.075158206353123702e-01
2.257000000000000000e+03,7.796999999999999487e-01,1.080724657793249860e-01
2.258000000000000000e+03,7.786999999999999478e-01,1.086298253038518735e-01
2.259000000000000000e+03,7.780000000000000249e-01,1.090204030103110594e-01
2.260000000000000000e+03,7.805999999999999606e-01,1.075714530547701303e-01
2.261000000000000000e+03,7.779000000000000359e-01,1.090762285109860563e-01
2.262000000000000000e+03,7.784999999999999698e-01,1.087413830958609273e-01
2.263000000000000000e+03,7.905999999999999694e-01,1.020431899930481917e-01
2.264000000000000000e+03,8.027999999999999581e-01,9.539263618455208482e-02
2.265000000000000000e+03,8.134000000000000119e-01,8.969583193143122746e-02
2.266000000000000000e+03,8.239999999999999547e-01,8.407278830288422711e-02
2.267000000000000000e+03,8.243000000000000327e-01,8.391470015629726165e-02
2.268000000000000000e+03,8.252000000000000446e-01,8.344078069888602456e-02
2.269000000000000000e+03,8.213000000000000300e-01,8.549817717268591577e-02
2.270000000000000000e+03,8.179999999999999494e-01,8.724669632867702862e-02
2.271000000000000000e+03,8.098999999999999533e-01,9.156860103399364070e-02
2.272000000000000000e+03,8.018999999999999462e-01,9.587978652380035882e-02
2.273000000000000000e+03,7.937999999999999501e-01,1.002889054288554210e-01
2.274000000000000000e+03,7.858000000000000540e-01,1.046879755242126619e-01
2.275000000000000000e+03,7.776999999999999469e-01,1.091879010448755793e-01
2.276000000000000000e+03,7.697000000000000508e-01,1.136785134405202818e-01
2.277000000000000000e+03,7.632999999999999785e-01,1.173047376184029045e-01
2.278000000000000000e+03,7.570000000000000062e-01,1.209041204999272423e-01
2.279000000000000000e+03,7.571999999999999842e-01,1.207893947082408631e-01
2.280000000000000000e+03,7.584999999999999520e-01,1.200444148772507325e-01
2.281000000000000000e+03,7.600999999999999979e-01,1.191292674675765578e-01
2.282000000000000000e+03,7.627000000000000446e-01,1.176462536112860141e-01
2.283000000000000000e+03,7.652999999999999803e-01,1.161682866705475436e-01
2.284000000000000000e+03,7.680000000000000160e-01,1.146387799684879943e-01
2.285000000000000000e+03,7.705999999999999517e-01,1.131709953230179144e-01
2.286000000000000000e+03,7.731999999999999984e-01,1.117081546434846029e-01
2.287000000000000000e+03,7.758000000000000451e-01,1.102502247359622989e-01
2.288000000000000000e+03,7.784999999999999698e-01,1.087413830958609273e-01
2.289000000000000000e+03,7.811000000000000165e-01,1.072933621943344545e-01
2.290000000000000000e+03,7.838000000000000522e-01,1.057947408579161808e-01
2.291000000000000000e+03,7.863999999999999879e-01,1.043564951759207993e-01
2.292000000000000000e+03,7.890000000000000346e-01,1.029229967905796739e-01
2.293000000000000000e+03,7.915999999999999703e-01,1.014942144656413581e-01
2.294000000000000000e+03,7.943000000000000060e-01,1.000154374506089933e-01
2.295000000000000000e+03,7.969000000000000528e-01,9.859617317474816955e-02
2.296000000000000000e+03,7.994999999999999885e-01,9.718153191774650534e-02
2.297000000000000000e+03,8.021000000000000352e-01,9.577148365992152468e-02
2.298000000000000000e+03,8.047999999999999599e-01,9.431203228814784290e-02
2.299000000000000000e+03,8.074000000000000066e-01,9.291125492570442845e-02
2.300000000000000000e+03,8.100000000000000533e-01,9.151498112135021679e-02
2.301000000000000000e+03,8.105999999999999872e-01,9.119340059432577694e-02
2.302000000000000000e+03,8.104999999999999982e-01,9.124698081546625539e-02
2.303000000000000000e+03,8.107999999999999652e-01,9.108625997902891624e-02
2.304000000000000000e+03,8.104000000000000092e-01,9.130056764777598477e-02
2.305000000000000000e+03,8.067999999999999616e-01,9.323411045927219865e-02
2.306000000000000000e+03,8.032000000000000250e-01,9.517630019905587435e-02
2.307000000000000000e+03,7.994999999999999885e-01,9.718153191774650534e-02
2.308000000000000000e+03,7.959000000000000519e-01,9.914149529800836413e-02
2.309000000000000000e+03,7.923000000000000043e-01,1.011103440734135162e-01
2.310000000000000000e+03,7.886999999999999567e-01,1.030881591739748609e-01
2.311000000000000000e+03,7.851000000000000201e-01,1.050750226404565807e-01
2.312000000000000000e+03,7.814999999999999725e-01,1.070710176447943057e-01
2.313000000000000000e+03,7.779000000000000359e-01,1.090762285109860563e-01
2.314000000000000000e+03,7.712999999999999856e-01,1.127766686374769706e-01
2.315000000000000000e+03,7.720000000000000195e-01,1.123826996642638409e-01
2.316000000000000000e+03,7.698000000000000398e-01,1.136220932414278434e-01
2.317000000000000000e+03,7.747000000000000552e-01,1.108664440332760709e-01
2.318000000000000000e+03,7.795999999999999597e-01,1.081281695544162036e-01
2.319000000000000000e+03,7.854999999999999760e-01,1.048538106240078788e-01
2.320000000000000000e+03,7.914999999999999813e-01,1.015490808016252938e-01
2.321000000000000000e+03,7.973999999999999977e-01,9.832376867362437045e-02
2.322000000000000000e+03,8.034000000000000030e-01,9.506817260434739791e-02
2.323000000000000000e+03,8.093000000000000194e-01,9.189045960744782193e-02
2.324000000000000000e+03,8.153000000000000247e-01,8.868255767596944228e-02
2.325000000000000000e+03,8.191000000000000503e-01,8.666307406737677743e-02
2.326000000000000000e+03,8.228999999999999648e-01,8.465293767580814310e-02
2.327000000000000000e+03,8.243000000000000327e-01,8.391470015629726165e-02
2.328000000000000000e+03,8.257999999999999785e-01,8.312512146131668944e-02
2.329000000000000000e+03,8.266999999999999904e-01,8.265206237222837149e-02
2.330000000000000000e+03,8.276999999999999913e-01,8.212704480115209926e-02
2.331000000000000000e+03,8.285000000000000142e-01,8.170748724464443891e-02
2.332000000000000000e+03,8.293000000000000371e-01,8.128833461767875912e-02
2.333000000000000000e+03,8.297999999999999821e-01,8.102656950704580086e-02
2.334000000000000000e+03,8.304000000000000270e-01,8.071265949561735875e-02
2.335000000000000000e+03,8.308999999999999719e-01,8.045124103115196268e-02
2.336000000000000000e+03,8.315000000000000169e-01,8.013774644446194917e-02
2.337000000000000000e+03,8.319999999999999618e-01,7.987667370927607757e-02
2.338000000000000000e+03,8.325000000000000178e-01,7.961575782164251325e-02
2.339000000000000000e+03,8.327999999999999847e-01,7.945928349752026665e-02
2.340000000000000000e+03,8.332000000000000517e-01,7.925073872429171107e-02
2.341000000000000000e+03,8.334000000000000297e-01,7.914650387874078152e-02
2.342000000000000000e+03,8.336000000000000076e-01,7.904229404455073715e-02
2.343000000000000000e+03,8.337999999999999856e-01,7.893810920972142708e-02
2.344000000000000000e+03,8.339999999999999636e-01,7.883394936226130467e-02
2.345000000000000000e+03,8.337999999999999856e-01,7.893810920972142708e-02
2.346000000000000000e+03,8.336000000000000076e-01,7.904229404455073715e-02
2.347000000000000000e+03,8.332000000000000517e-01,7.925073872429171107e-02
2.348000000000000000e+03,8.328999999999999737e-01,7.940713791519152243e-02
2.349000000000000000e+03,8.325000000000000178e-01,7.961575782164251325e-02
2.350000000000000000e+03,8.322000000000000508e-01,7.977228854307147343e-02
2.351000000000000000e+03,8.316000000000000059e-01,8.008551934056842847e-02
2.352000000000000000e+03,8.310999999999999499e-01,8.034671768963583260e-02
2.353000000000000000e+03,8.305000000000000160e-01,8.066036321258671093e-02
2.354000000000000000e+03,8.298999999999999710e-01,8.097423541263973346e-02
2.355000000000000000e+03,8.293000000000000371e-01,8.128833461767875912e-02
2.356000000000000000e+03,8.287999999999999812e-01,8.155025759884221292e-02
2.357000000000000000e+03,8.282000000000000473e-01,8.186477383364071381e-02
2.358000000000000000e+03,8.276999999999999913e-01,8.212704480115209926e-02
2.359000000000000000e+03,8.270999999999999464e-01,8.244197917456388969e-02
2.360000000000000000e+03,8.266000000000000014e-01,8.270459905431061520e-02
2.361000000000000000e+03,8.263000000000000345e-01,8.286224724355571725e-02
2.362000000000000000e+03,8.259999999999999565e-01,8.301995267961780056e-02
2.363000000000000000e+03,8.256999999999999895e-01,8.317771540408798459e-02
2.364000000000000000e+03,8.254000000000000226e-01,8.333553545860282463e-02
2.365000000000000000e+03,8.249999999999999556e-01,8.354605145007493183e-02
2.366000000000000000e+03,8.246999999999999886e-01,8.370400543686910833e-02
2.367000000000000000e+03,8.244000000000000217e-01,8.386201689282472838e-02
2.368000000000000000e+03,8.241000000000000547e-01,8.402008585977560617e-02
2.369000000000000000e+03,8.239999999999999547e-01,8.407278830288422711e-02
2.370000000000000000e+03,8.238999999999999657e-01,8.412549714230850573e-02
2.371000000000000000e+03,8.237999999999999767e-01,8.417821237960126934e-02
2.372000000000000000e+03,8.237999999999999767e-01,8.417821237960126934e-02
2.373000000000000000e+03,8.236999999999999877e-01,8.423093401631587263e-02
2.374000000000000000e+03,8.235999999999999988e-01,8.428366205400623923e-02
2.375000000000000000e+03,8.234000000000000208e-01,8.438913733853274646e-02
2.376000000000000000e+03,8.232000000000000428e-01,8.449463824562346292e-02
2.377000000000000000e+03,8.228999999999999648e-01,8.465293767580814310e-02
2.378000000000000000e+03,8.226999999999999869e-01,8.475850269380560964e-02
2.379000000000000000e+03,8.225000000000000089e-01,8.486409337798808683e-02
2.380000000000000000e+03,8.223000000000000309e-01,8.496970974083915829e-02
2.381000000000000000e+03,8.221000000000000529e-01,8.507535179485148369e-02
2.382000000000000000e+03,8.218999999999999639e-01,8.518101955252689594e-02
2.383000000000000000e+03,8.215999999999999970e-01,8.533956941077822100e-02
2.384000000000000000e+03,8.214000000000000190e-01,8.544530148236637035e-02
2.385000000000000000e+03,8.213000000000000300e-01,8.549817717268591577e-02
2.386000000000000000e+03,8.213000000000000300e-01,8.549817717268591577e-02
2.387000000000000000e+03,8.212000000000000410e-01,8.555105930144571436e-02
2.388000000000000000e+03,8.212000000000000410e-01,8.555105930144571436e-02
2.389000000000000000e+03,8.212000000000000410e-01,8.555105930144571436e-02
2.390000000000000000e+03,8.212000000000000410e-01,8.555105930144571436e-02
2.391000000000000000e+03,8.211000000000000520e-01,8.560394787021390062e-02
2.392000000000000000e+03,8.211000000000000520e-01,8.560394787021390062e-02
2.393000000000000000e+03,8.211000000000000520e-01,8.560394787021390062e-02
