wavenumber_cm_minus_1,transmittance,absorbance
1.050000000000000000e+03,6.625999999999999668e-01,1.787485684540588426e-01
1.051000000000000000e+03,6.650000000000000355e-01,1.771783546968953849e-01
1.052000000000000000e+03,6.673999999999999932e-01,1.756137976812260637e-01
1.053000000000000000e+03,6.701000000000000290e-01,1.738603820640852171e-01
1.054000000000000000e+03,6.727999999999999536e-01,1.721140172101442711e-01
1.055000000000000000e+03,6.755999999999999783e-01,1.703103591010289575e-01
1.056000000000000000e+03,6.784000000000000030e-01,1.685141607513425954e-01
1.057000000000000000e+03,6.811000000000000387e-01,1.667891197173912432e-01
1.058000000000000000e+03,6.838999999999999524e-01,1.650073962669701411e-01
1.059000000000000000e+03,6.865999999999999881e-01,1.632962009102686962e-01
1.060000000000000000e+03,6.895999999999999908e-01,1.614027471833436311e-01
1.061000000000000000e+03,6.925999999999999934e-01,1.595175127865579856e-01
1.062000000000000000e+03,6.956999999999999851e-01,1.575779966423502265e-01
1.063000000000000000e+03,6.986999999999999877e-01,1.557092567456568599e-01
1.064000000000000000e+03,7.017999999999999794e-01,1.537866361206126353e-01
1.065000000000000000e+03,7.047999999999999821e-01,1.519341045960085068e-01
1.066000000000000000e+03,7.078999999999999737e-01,1.500280876711498901e-01
1.067000000000000000e+03,7.109999999999999654e-01,1.481303992702337202e-01
1.068000000000000000e+03,7.139999999999999680e-01,1.463017882238256406e-01
1.069000000000000000e+03,7.175000000000000266e-01,1.441780945939700465e-01
1.070000000000000000e+03,7.223000000000000531e-01,1.412823851397083108e-01
1.071000000000000000e+03,7.270999999999999686e-01,1.384058553561347549e-01
1.072000000000000000e+03,7.318000000000000060e-01,1.356075948494113170e-01
1.073000000000000000e+03,7.366000000000000325e-01,1.327682854811058355e-01
1.074000000000000000e+03,7.413999999999999480e-01,1.299474183064551758e-01
1.075000000000000000e+03,7.485000000000000542e-01,1.258081953209288228e-01
1.076000000000000000e+03,7.789000000000000368e-01,1.085182961604799767e-01
1.077000000000000000e+03,7.894999999999999796e-01,1.026478656556869679e-01
1.078000000000000000e+03,7.949000000000000510e-01,9.968750301627336829e-02
1.079000000000000000e+03,7.970000000000000417e-01,9.854167860388762801e-02
1.080000000000000000e+03,7.991000000000000325e-01,9.739886933346868225e-02
1.081000000000000000e+03,8.002000000000000224e-01,9.680145295702162478e-02
1.082000000000000000e+03,8.011000000000000343e-01,9.631326826349750903e-02
1.083000000000000000e+03,8.020000000000000462e-01,9.582563171583646788e-02
1.084000000000000000e+03,8.027999999999999581e-01,9.539263618455208482e-02
1.085000000000000000e+03,8.036999999999999700e-01,9.490603167212871560e-02
1.086000000000000000e+03,8.048999999999999488e-01,9.425807260839857982e-02
1.087000000000000000e+03,8.064999999999999947e-01,9.339562827501968201e-02
1.088000000000000000e+03,8.080000000000000515e-01,9.258863922541381297e-02
1.089000000000000000e+03,8.095999999999999863e-01,9.172950050427611246e-02
1.090000000000000000e+03,8.111000000000000432e-01,9.092559859909565834e-02
1.091000000000000000e+03,8.125000000000000000e-01,9.017663034908801611e-02
1.092000000000000000e+03,8.138999999999999568e-01,8.942895151874147297e-02
1.093000000000000000e+03,8.152000000000000357e-01,8.873582900163000386e-02
1.094000000000000000e+03,8.165999999999999925e-01,8.799062441302167581e-02
1.095000000000000000e+03,8.179999999999999494e-01,8.724669632867702862e-02
1.096000000000000000e+03,8.197999999999999732e-01,8.629208601951707247e-02
1.097000000000000000e+03,8.215999999999999970e-01,8.533956941077822100e-02
1.098000000000000000e+03,8.234000000000000208e-01,8.438913733853274646e-02
1.099000000000000000e+03,8.250999999999999446e-01,8.349341288484435353e-02
1.100000000000000000e+03,8.267999999999999794e-01,8.259953204474937416e-02
1.101000000000000000e+03,8.285000000000000142e-01,8.170748724464443891e-02
1.102000000000000000e+03,8.302000000000000490e-01,8.081727095749934031e-02
1.103000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.104000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.105000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.106000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.107000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.108000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.109000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.110000000000000000e+03,8.313000000000000389e-01,8.024221949810581012e-02
1.111000000000000000e+03,8.313000000000000389e-01,8.024221949810581012e-02
1.112000000000000000e+03,8.312000000000000499e-01,8.029446545087898235e-02
1.113000000000000000e+03,8.312000000000000499e-01,8.029446545087898235e-02
1.114000000000000000e+03,8.310999999999999499e-01,8.034671768963583260e-02
1.115000000000000000e+03,8.310999999999999499e-01,8.034671768963583260e-02
1.116000000000000000e+03,8.309999999999999609e-01,8.039897621588902588e-02
1.117000000000000000e+03,8.310999999999999499e-01,8.034671768963583260e-02
1.118000000000000000e+03,8.316999999999999948e-01,8.003329851661285244e-02
1.119000000000000000e+03,8.322000000000000508e-01,7.977228854307147343e-02
1.120000000000000000e+03,8.327999999999999847e-01,7.945928349752026665e-02
1.121000000000000000e+03,8.333000000000000407e-01,7.919861817434578621e-02
1.122000000000000000e+03,8.338999999999999746e-01,7.888602616331935602e-02
1.123000000000000000e+03,8.344000000000000306e-01,7.862570458152552677e-02
1.124000000000000000e+03,8.348999999999999755e-01,7.836553894629461059e-02
1.125000000000000000e+03,8.354000000000000314e-01,7.810552907089766961e-02
1.126000000000000000e+03,8.358999999999999764e-01,7.784567476894116433e-02
1.127000000000000000e+03,8.363000000000000433e-01,7.763790321520995519e-02
1.128000000000000000e+03,8.356999999999999984e-01,7.794959783282619237e-02
1.129000000000000000e+03,8.350999999999999535e-01,7.826151631540131937e-02
1.130000000000000000e+03,8.348999999999999755e-01,7.836553894629461059e-02
1.131000000000000000e+03,8.334000000000000297e-01,7.914650387874078152e-02
1.132000000000000000e+03,8.323000000000000398e-01,7.972010536705156913e-02
1.133000000000000000e+03,8.312000000000000499e-01,8.029446545087898235e-02
1.134000000000000000e+03,8.300999999999999490e-01,8.086958613938560747e-02
1.135000000000000000e+03,8.290999999999999481e-01,8.139308485501810242e-02
1.136000000000000000e+03,8.285000000000000142e-01,8.170748724464443891e-02
1.137000000000000000e+03,8.279999999999999583e-01,8.196966321511987841e-02
1.138000000000000000e+03,8.274000000000000243e-01,8.228448344050659502e-02
1.139000000000000000e+03,8.267999999999999794e-01,8.259953204474937416e-02
1.140000000000000000e+03,8.268999999999999684e-01,8.254700807033653331e-02
1.141000000000000000e+03,8.270999999999999464e-01,8.244197917456388969e-02
1.142000000000000000e+03,8.273000000000000353e-01,8.233697567262503181e-02
1.143000000000000000e+03,8.275000000000000133e-01,8.223199755224364083e-02
1.144000000000000000e+03,8.276999999999999913e-01,8.212704480115209926e-02
1.145000000000000000e+03,8.278999999999999693e-01,8.202211740709175469e-02
1.146000000000000000e+03,8.285000000000000142e-01,8.170748724464443891e-02
1.147000000000000000e+03,8.292000000000000481e-01,8.134070657817674133e-02
1.148000000000000000e+03,8.298999999999999710e-01,8.097423541263973346e-02
1.149000000000000000e+03,8.305000000000000160e-01,8.066036321258671093e-02
1.150000000000000000e+03,8.312000000000000499e-01,8.029446545087898235e-02
1.151000000000000000e+03,8.317999999999999838e-01,7.998108397108519285e-02
1.152000000000000000e+03,8.319999999999999618e-01,7.987667370927607757e-02
1.153000000000000000e+03,8.320999999999999508e-01,7.982447798997724386e-02
1.154000000000000000e+03,8.323000000000000398e-01,7.972010536705156913e-02
1.155000000000000000e+03,8.325000000000000178e-01,7.961575782164251325e-02
1.156000000000000000e+03,8.326999999999999957e-01,7.951143534170219962e-02
1.157000000000000000e+03,8.327999999999999847e-01,7.945928349752026665e-02
1.158000000000000000e+03,8.326999999999999957e-01,7.951143534170219962e-02
1.159000000000000000e+03,8.323000000000000398e-01,7.972010536705156913e-02
1.160000000000000000e+03,8.317999999999999838e-01,7.998108397108519285e-02
1.161000000000000000e+03,8.314000000000000279e-01,8.018997982980402561e-02
1.162000000000000000e+03,8.309999999999999609e-01,8.039897621588902588e-02
1.163000000000000000e+03,8.305000000000000160e-01,8.066036321258671093e-02
1.164000000000000000e+03,8.299999999999999600e-01,8.092190762392612036e-02
1.165000000000000000e+03,8.292000000000000481e-01,8.134070657817674133e-02
1.166000000000000000e+03,8.284000000000000252e-01,8.175990977858499376e-02
1.167000000000000000e+03,8.276000000000000023e-01,8.217951800630302062e-02
1.168000000000000000e+03,8.267999999999999794e-01,8.259953204474937416e-02
1.169000000000000000e+03,8.259999999999999565e-01,8.301995267961780056e-02
1.170000000000000000e+03,8.253000000000000336e-01,8.338815489065401487e-02
1.171000000000000000e+03,8.246999999999999886e-01,8.370400543686910833e-02
1.172000000000000000e+03,8.239999999999999547e-01,8.407278830288422711e-02
1.173000000000000000e+03,8.234000000000000208e-01,8.438913733853274646e-02
1.174000000000000000e+03,8.227999999999999758e-01,8.470571697731360539e-02
1.175000000000000000e+03,8.221000000000000529e-01,8.507535179485148369e-02
1.176000000000000000e+03,8.215000000000000080e-01,8.539243222891947094e-02
1.177000000000000000e+03,8.207999999999999741e-01,8.576265223225895684e-02
1.178000000000000000e+03,8.206999999999999851e-01,8.581556657675368238e-02
1.179000000000000000e+03,8.209999999999999520e-01,8.565684288055924744e-02
1.180000000000000000e+03,8.212000000000000410e-01,8.555105930144571436e-02
1.181000000000000000e+03,8.221000000000000529e-01,8.507535179485148369e-02
1.182000000000000000e+03,8.232000000000000428e-01,8.449463824562346292e-02
1.183000000000000000e+03,8.239999999999999547e-01,8.407278830288422711e-02
1.184000000000000000e+03,8.237999999999999767e-01,8.417821237960126934e-02
1.185000000000000000e+03,8.235999999999999988e-01,8.428366205400623923e-02
1.186000000000000000e+03,8.235000000000000098e-01,8.433639649422684792e-02
1.187000000000000000e+03,8.233000000000000318e-01,8.444188458847955159e-02
1.188000000000000000e+03,8.227999999999999758e-01,8.470571697731360539e-02
1.189000000000000000e+03,8.222000000000000419e-01,8.502252755566902520e-02
1.190000000000000000e+03,8.216999999999999860e-01,8.528671302637619300e-02
1.191000000000000000e+03,8.211000000000000520e-01,8.560394787021390062e-02
1.192000000000000000e+03,8.206999999999999851e-01,8.581556657675368238e-02
1.193000000000000000e+03,8.204000000000000181e-01,8.597434830367131631e-02
1.194000000000000000e+03,8.201000000000000512e-01,8.613318810376070778e-02
1.195000000000000000e+03,8.197999999999999732e-01,8.629208601951707247e-02
1.196000000000000000e+03,8.195000000000000062e-01,8.645104209348211666e-02
1.197000000000000000e+03,8.192000000000000393e-01,8.661005636824443965e-02
1.198000000000000000e+03,8.188999999999999613e-01,8.676912888643946442e-02
1.199000000000000000e+03,8.185999999999999943e-01,8.692825969074925718e-02
1.200000000000000000e+03,8.183000000000000274e-01,8.708744882390304087e-02
1.201000000000000000e+03,8.179999999999999494e-01,8.724669632867702862e-02
1.202000000000000000e+03,8.177999999999999714e-01,8.735289378168283048e-02
1.203000000000000000e+03,8.176999999999999824e-01,8.740600224789431272e-02
1.204000000000000000e+03,8.175000000000000044e-01,8.751223866767630921e-02
1.205000000000000000e+03,8.174000000000000155e-01,8.756536662442532259e-02
1.206000000000000000e+03,8.173000000000000265e-01,8.761850108119965952e-02
1.207000000000000000e+03,8.172000000000000375e-01,8.767164203958999202e-02
1.208000000000000000e+03,8.171000000000000485e-01,8.772478950118764440e-02
1.209000000000000000e+03,8.169999999999999485e-01,8.777794346758453770e-02
1.210000000000000000e+03,8.167999999999999705e-01,8.788427092114618755e-02
1.211000000000000000e+03,8.166999999999999815e-01,8.793744441149765889e-02
1.212000000000000000e+03,8.164000000000000146e-01,8.809700395596709033e-02
1.213000000000000000e+03,8.159999999999999476e-01,8.830984124613888708e-02
1.214000000000000000e+03,8.155999999999999917e-01,8.852278289389761690e-02
1.215000000000000000e+03,8.152000000000000357e-01,8.873582900163000386e-02
1.216000000000000000e+03,8.147999999999999687e-01,8.894897967187351262e-02
1.217000000000000000e+03,8.144000000000000128e-01,8.916223500731645935e-02
1.218000000000000000e+03,8.139999999999999458e-01,8.937559511079880281e-02
1.219000000000000000e+03,8.135999999999999899e-01,8.958906008531182519e-02
1.220000000000000000e+03,8.132000000000000339e-01,8.980263003399899246e-02
1.221000000000000000e+03,8.127999999999999670e-01,9.001630506015598221e-02
1.222000000000000000e+03,8.124000000000000110e-01,9.023008526723085010e-02
1.223000000000000000e+03,8.120000000000000551e-01,9.044397075882466830e-02
1.224000000000000000e+03,8.115999999999999881e-01,9.065796163869162261e-02
1.225000000000000000e+03,8.111000000000000432e-01,9.092559859909565834e-02
1.226000000000000000e+03,8.106999999999999762e-01,9.113982698272349303e-02
1.227000000000000000e+03,8.103000000000000203e-01,9.135416109288665987e-02
1.228000000000000000e+03,8.098999999999999533e-01,9.156860103399364070e-02
1.229000000000000000e+03,8.094999999999999973e-01,9.178314691060746044e-02
1.230000000000000000e+03,8.091000000000000414e-01,9.199779882744633930e-02
1.231000000000000000e+03,8.086999999999999744e-01,9.221255688938384543e-02
1.232000000000000000e+03,8.083000000000000185e-01,9.242742120144903373e-02
1.233000000000000000e+03,8.078999999999999515e-01,9.264239186882715360e-02
1.234000000000000000e+03,8.074999999999999956e-01,9.285746899685949629e-02
1.235000000000000000e+03,8.084000000000000075e-01,9.237369515673361786e-02
1.236000000000000000e+03,8.097999999999999643e-01,9.162222756760542153e-02
1.237000000000000000e+03,8.108999999999999542e-01,9.103269958161216979e-02
1.238000000000000000e+03,8.118999999999999551e-01,9.049745859458457886e-02
1.239000000000000000e+03,8.127999999999999670e-01,9.001630506015598221e-02
1.240000000000000000e+03,8.137999999999999678e-01,8.948231448273356869e-02
1.241000000000000000e+03,8.137999999999999678e-01,8.948231448273356869e-02
1.242000000000000000e+03,8.135000000000000009e-01,8.964244272712240669e-02
1.243000000000000000e+03,8.133000000000000229e-01,8.974922769985199666e-02
1.244000000000000000e+03,8.129999999999999449e-01,8.990945440593185733e-02
1.245000000000000000e+03,8.127999999999999670e-01,9.001630506015598221e-02
1.246000000000000000e+03,8.125000000000000000e-01,9.017663034908801611e-02
1.247000000000000000e+03,8.115999999999999881e-01,9.065796163869162261e-02
1.248000000000000000e+03,8.104000000000000092e-01,9.130056764777598477e-02
1.249000000000000000e+03,8.092000000000000304e-01,9.194412590123290929e-02
1.250000000000000000e+03,8.080000000000000515e-01,9.258863922541381297e-02
1.251000000000000000e+03,8.066999999999999726e-01,9.328794305703597134e-02
1.252000000000000000e+03,8.062000000000000277e-01,9.355720618296761715e-02
1.253000000000000000e+03,8.055999999999999828e-01,9.388054245443841483e-02
1.254000000000000000e+03,8.051000000000000378e-01,9.415017335768122164e-02
1.255000000000000000e+03,8.045999999999999819e-01,9.441997176475747100e-02
1.256000000000000000e+03,8.041000000000000369e-01,9.468993788391448507e-02
1.257000000000000000e+03,8.035999999999999810e-01,9.496007192378846939e-02
1.258000000000000000e+03,8.031000000000000361e-01,9.523037409340490145e-02
1.259000000000000000e+03,8.027999999999999581e-01,9.539263618455208482e-02
1.260000000000000000e+03,8.027999999999999581e-01,9.539263618455208482e-02
1.261000000000000000e+03,8.028999999999999471e-01,9.533854208447552214e-02
1.262000000000000000e+03,8.028999999999999471e-01,9.533854208447552214e-02
1.263000000000000000e+03,8.030000000000000471e-01,9.528445472131903682e-02
1.264000000000000000e+03,8.031000000000000361e-01,9.523037409340490145e-02
1.265000000000000000e+03,8.032000000000000250e-01,9.517630019905587435e-02
1.266000000000000000e+03,8.034000000000000030e-01,9.506817260434739791e-02
1.267000000000000000e+03,8.035999999999999810e-01,9.496007192378846939e-02
1.268000000000000000e+03,8.037999999999999590e-01,9.485199814398397045e-02
1.269000000000000000e+03,8.040000000000000480e-01,9.474395125154870534e-02
1.270000000000000000e+03,8.042000000000000259e-01,9.463593123310769240e-02
1.271000000000000000e+03,8.044000000000000039e-01,9.452793807529566439e-02
1.272000000000000000e+03,8.045999999999999819e-01,9.441997176475747100e-02
1.273000000000000000e+03,8.041000000000000369e-01,9.468993788391448507e-02
1.274000000000000000e+03,8.034999999999999920e-01,9.501411890063665711e-02
1.275000000000000000e+03,8.028999999999999471e-01,9.533854208447552214e-02
1.276000000000000000e+03,8.022000000000000242e-01,9.571734235437198701e-02
1.277000000000000000e+03,8.014999999999999902e-01,9.609647330983638047e-02
1.278000000000000000e+03,8.004000000000000004e-01,9.669292003582620476e-02
1.279000000000000000e+03,7.993000000000000105e-01,9.729018703012291824e-02
1.280000000000000000e+03,7.982000000000000206e-01,9.788827655199554278e-02
1.281000000000000000e+03,7.971000000000000307e-01,9.848719087006002626e-02
1.282000000000000000e+03,7.960000000000000409e-01,9.908693226233093732e-02
1.283000000000000000e+03,7.954999999999999849e-01,9.935981601739968250e-02
1.284000000000000000e+03,7.956999999999999629e-01,9.925064193892048359e-02
1.285000000000000000e+03,7.959000000000000519e-01,9.914149529800836413e-02
1.286000000000000000e+03,7.961000000000000298e-01,9.903237608087571420e-02
1.287000000000000000e+03,7.960000000000000409e-01,9.908693226233093732e-02
1.288000000000000000e+03,7.956999999999999629e-01,9.925064193892048359e-02
1.289000000000000000e+03,7.953999999999999959e-01,9.941441335003846358e-02
1.290000000000000000e+03,7.951000000000000290e-01,9.957824654226238303e-02
1.291000000000000000e+03,7.949000000000000510e-01,9.968750301627336829e-02
1.292000000000000000e+03,7.945999999999999730e-01,9.985143928065595698e-02
1.293000000000000000e+03,7.943000000000000060e-01,1.000154374506089933e-01
1.294000000000000000e+03,7.940000000000000391e-01,1.001794975729037168e-01
1.295000000000000000e+03,7.937999999999999501e-01,1.002889054288554210e-01
1.296000000000000000e+03,7.934999999999999831e-01,1.004530689091330115e-01
1.297000000000000000e+03,7.933000000000000052e-01,1.005625457138224349e-01
1.298000000000000000e+03,7.931000000000000272e-01,1.006720501223459102e-01
1.299000000000000000e+03,7.932000000000000162e-01,1.006172944667349245e-01
1.300000000000000000e+03,7.933000000000000052e-01,1.005625457138224349e-01
1.301000000000000000e+03,7.933999999999999941e-01,1.005078038618682917e-01
1.302000000000000000e+03,7.929000000000000492e-01,1.007815821486271884e-01
1.303000000000000000e+03,7.919000000000000483e-01,1.013296570344701386e-01
1.304000000000000000e+03,7.909000000000000474e-01,1.018784244588923221e-01
1.305000000000000000e+03,7.899000000000000465e-01,1.024278861742693725e-01
1.306000000000000000e+03,7.890000000000000346e-01,1.029229967905796739e-01
1.307000000000000000e+03,7.880000000000000338e-01,1.034737825104446590e-01
1.308000000000000000e+03,7.870000000000000329e-01,1.040252676409354204e-01
1.309000000000000000e+03,7.861000000000000210e-01,1.045222037242853758e-01
1.310000000000000000e+03,7.852000000000000091e-01,1.050197090720313975e-01
1.311000000000000000e+03,7.842999999999999972e-01,1.055177849899094078e-01
1.312000000000000000e+03,7.832999999999999963e-01,1.060718734573931343e-01
1.313000000000000000e+03,7.823999999999999844e-01,1.065711582204549868e-01
1.314000000000000000e+03,7.814999999999999725e-01,1.070710176447943057e-01
1.315000000000000000e+03,7.805999999999999606e-01,1.075714530547701303e-01
1.316000000000000000e+03,7.793999999999999817e-01,1.082395985433284996e-01
1.317000000000000000e+03,7.782000000000000028e-01,1.089087735322762790e-01
1.318000000000000000e+03,7.771000000000000130e-01,1.095230910398292262e-01
1.319000000000000000e+03,7.753999999999999782e-01,1.104742033288088066e-01
1.320000000000000000e+03,7.730000000000000204e-01,1.118205060816750834e-01
1.321000000000000000e+03,7.705999999999999517e-01,1.131709953230179144e-01
1.322000000000000000e+03,7.691000000000000059e-01,1.140171886450268984e-01
1.323000000000000000e+03,7.692999999999999838e-01,1.139042675622526091e-01
1.324000000000000000e+03,7.695999999999999508e-01,1.137349409702434755e-01
1.325000000000000000e+03,7.709000000000000297e-01,1.130019543289006029e-01
1.326000000000000000e+03,7.722999999999999865e-01,1.122139651616284595e-01
1.327000000000000000e+03,7.737000000000000544e-01,1.114274031424000305e-01
1.328000000000000000e+03,7.741000000000000103e-01,1.112029325433192273e-01
1.329000000000000000e+03,7.759000000000000341e-01,1.101942481319145573e-01
1.330000000000000000e+03,7.788000000000000478e-01,1.085740571520059095e-01
1.331000000000000000e+03,7.839000000000000412e-01,1.057393355530119039e-01
1.332000000000000000e+03,7.865999999999999659e-01,1.042460579262721038e-01
1.333000000000000000e+03,7.803999999999999826e-01,1.076827392775195485e-01
1.334000000000000000e+03,7.072000000000000508e-01,1.504577479949832930e-01
1.335000000000000000e+03,6.627999999999999448e-01,1.786175002527009004e-01
1.336000000000000000e+03,6.624999999999999778e-01,1.788141173911545478e-01
1.337000000000000000e+03,7.184000000000000385e-01,1.436336763407520256e-01
1.338000000000000000e+03,7.721999999999999975e-01,1.122702027119696910e-01
1.339000000000000000e+03,7.740000000000000213e-01,1.112590393171073860e-01
1.340000000000000000e+03,7.755999999999999561e-01,1.103621995933322525e-01
1.341000000000000000e+03,7.758000000000000451e-01,1.102502247359622989e-01
1.342000000000000000e+03,7.759000000000000341e-01,1.101942481319145573e-01
1.343000000000000000e+03,7.760000000000000231e-01,1.101382787418115489e-01
1.344000000000000000e+03,7.752000000000000002e-01,1.105862359572910847e-01
1.345000000000000000e+03,7.739000000000000323e-01,1.113151533403010651e-01
1.346000000000000000e+03,7.760000000000000231e-01,1.101382787418115489e-01
1.347000000000000000e+03,7.647000000000000464e-01,1.165089098110700244e-01
1.348000000000000000e+03,7.149999999999999689e-01,1.456939581989193933e-01
1.349000000000000000e+03,6.683000000000000052e-01,1.750285388763067052e-01
1.350000000000000000e+03,6.691000000000000281e-01,1.745089701205690957e-01
1.351000000000000000e+03,6.800000000000000488e-01,1.674910872937636630e-01
1.352000000000000000e+03,6.925999999999999934e-01,1.595175127865579856e-01
1.353000000000000000e+03,7.053000000000000380e-01,1.516261161553981718e-01
1.354000000000000000e+03,7.178999999999999826e-01,1.439360466669002137e-01
1.355000000000000000e+03,7.305000000000000382e-01,1.363797797296844028e-01
1.356000000000000000e+03,7.554999999999999494e-01,1.217655313249558502e-01
1.357000000000000000e+03,7.526000000000000467e-01,1.234357860161544446e-01
1.358000000000000000e+03,7.486000000000000432e-01,1.257501772215968983e-01
1.359000000000000000e+03,7.284000000000000474e-01,1.376300628771175705e-01
1.360000000000000000e+03,7.082000000000000517e-01,1.498440775779077139e-01
1.361000000000000000e+03,6.881000000000000449e-01,1.623484421536075251e-01
1.362000000000000000e+03,6.679000000000000492e-01,1.752885565352656494e-01
1.363000000000000000e+03,6.477000000000000535e-01,1.886261029461067384e-01
1.364000000000000000e+03,5.975000000000000311e-01,2.236620903798246796e-01
1.365000000000000000e+03,5.794000000000000261e-01,2.370215091322569745e-01
1.366000000000000000e+03,5.672000000000000375e-01,2.462637778249898435e-01
1.367000000000000000e+03,5.563000000000000167e-01,2.546909400591720329e-01
1.368000000000000000e+03,5.461000000000000298e-01,2.627278234644566113e-01
1.369000000000000000e+03,5.360000000000000320e-01,2.708352103072299566e-01
1.370000000000000000e+03,5.258000000000000451e-01,2.791794182296560289e-01
1.371000000000000000e+03,5.188000000000000389e-01,2.850000325879574747e-01
1.372000000000000000e+03,5.120000000000000107e-01,2.907300390241692178e-01
1.373000000000000000e+03,5.051999999999999824e-01,2.965366581167068749e-01
1.374000000000000000e+03,4.983000000000000207e-01,3.025091128289430498e-01
1.375000000000000000e+03,4.914999999999999925e-01,3.084764778318455636e-01
1.376000000000000000e+03,4.850999999999999757e-01,3.141687253739364194e-01
1.377000000000000000e+03,4.788999999999999924e-01,3.197551629573923138e-01
1.378000000000000000e+03,4.726000000000000201e-01,3.255062827036497852e-01
1.379000000000000000e+03,4.663999999999999813e-01,3.312414582490423309e-01
1.380000000000000000e+03,4.601999999999999980e-01,3.370533856673754158e-01
1.381000000000000000e+03,4.540000000000000147e-01,3.429441471428960608e-01
1.382000000000000000e+03,4.477999999999999758e-01,3.489159107569885787e-01
1.383000000000000000e+03,4.415999999999999925e-01,3.549709352788575356e-01
1.384000000000000000e+03,4.354000000000000092e-01,3.611115752949244362e-01
1.385000000000000000e+03,4.295999999999999819e-01,3.669357273085008253e-01
1.386000000000000000e+03,4.245999999999999774e-01,3.720200101700200102e-01
1.387000000000000000e+03,4.197000000000000175e-01,3.770610307885099433e-01
1.388000000000000000e+03,4.148000000000000020e-01,3.821612522829966330e-01
1.389000000000000000e+03,4.098999999999999866e-01,3.873220816834982427e-01
1.390000000000000000e+03,4.050000000000000266e-01,3.925449767853314009e-01
1.391000000000000000e+03,4.001000000000000112e-01,3.978314486210028367e-01
1.392000000000000000e+03,3.951999999999999957e-01,4.031830640844095148e-01
1.393000000000000000e+03,3.902999999999999803e-01,4.086014487187513144e-01
1.394000000000000000e+03,3.855999999999999983e-01,4.138629747692068594e-01
1.395000000000000000e+03,3.815999999999999948e-01,4.183916339679424889e-01
1.396000000000000000e+03,3.775999999999999912e-01,4.229680143739686371e-01
1.397000000000000000e+03,3.734999999999999987e-01,4.277093938485824198e-01
1.398000000000000000e+03,3.694999999999999951e-01,4.323855572691554516e-01
1.399000000000000000e+03,3.654999999999999916e-01,4.371126187061207258e-01
1.400000000000000000e+03,3.614999999999999880e-01,4.418916983694504141e-01
1.401000000000000000e+03,3.573999999999999955e-01,4.468454518303745515e-01
1.402000000000000000e+03,3.533999999999999919e-01,4.517334548292547547e-01
1.403000000000000000e+03,3.493999999999999884e-01,4.566770993530878675e-01
1.404000000000000000e+03,3.452999999999999958e-01,4.618034216505457756e-01
1.405000000000000000e+03,3.412999999999999923e-01,4.668637117213611520e-01
1.406000000000000000e+03,3.380000000000000226e-01,4.710832997223452501e-01
1.407000000000000000e+03,3.348999999999999755e-01,4.750848524601331557e-01
1.408000000000000000e+03,3.317999999999999838e-01,4.791236183116581171e-01
1.409000000000000000e+03,3.286999999999999922e-01,4.832002959183756552e-01
1.410000000000000000e+03,3.256000000000000005e-01,4.873156037828363929e-01
1.411000000000000000e+03,3.224000000000000199e-01,4.916049668669469352e-01
1.412000000000000000e+03,3.192999999999999727e-01,4.958010814605551264e-01
1.413000000000000000e+03,3.161999999999999811e-01,5.000381344038097309e-01
1.414000000000000000e+03,3.130999999999999894e-01,5.043169323830847262e-01
1.415000000000000000e+03,3.099999999999999978e-01,5.086383061657273608e-01
1.416000000000000000e+03,3.069000000000000061e-01,5.130031115681773501e-01
1.417000000000000000e+03,3.038000000000000145e-01,5.174122304732324817e-01
1.418000000000000000e+03,3.007000000000000228e-01,5.218665718994824898e-01
1.419000000000000000e+03,2.975999999999999757e-01,5.263670731261589353e-01
1.420000000000000000e+03,2.944999999999999840e-01,5.309147008768795306e-01
1.421000000000000000e+03,2.913999999999999924e-01,5.355104525660286940e-01
1.422000000000000000e+03,2.882000000000000117e-01,5.403060235220294993e-01
1.423000000000000000e+03,2.849999999999999756e-01,5.451551399914897900e-01
1.424000000000000000e+03,2.817999999999999949e-01,5.500590112266623422e-01
1.425000000000000000e+03,2.787000000000000033e-01,5.548630312866957848e-01
1.426000000000000000e+03,2.755000000000000226e-01,5.598783968121960886e-01
1.427000000000000000e+03,2.722999999999999865e-01,5.649523586600354585e-01
1.428000000000000000e+03,2.691000000000000059e-01,5.700863022362454569e-01
1.429000000000000000e+03,2.660000000000000142e-01,5.751183633689329611e-01
1.430000000000000000e+03,2.627999999999999781e-01,5.803746391122568404e-01
1.431000000000000000e+03,2.595999999999999974e-01,5.856953118716683448e-01
1.432000000000000000e+03,2.564000000000000168e-01,5.910819791532201384e-01
1.433000000000000000e+03,2.533000000000000251e-01,5.963648102094519787e-01
1.434000000000000000e+03,2.501999999999999780e-01,6.017126946425989109e-01
1.435000000000000000e+03,2.472999999999999921e-01,6.067758836387027177e-01
1.436000000000000000e+03,2.444999999999999951e-01,6.117211365403609769e-01
1.437000000000000000e+03,2.416000000000000092e-01,6.169030700509057219e-01
