method,mean_signed_area_pct_error,mean_abs_area_pct_error,max_abs_area_pct_error,rms_area_pct_error,n_peaks
D20 one-node tangent,-0.14324912577690427,1.586563261103339,3.393864178632837,1.9588883930349645,6
