method,lobpcg_peak,lobpcg_members,reference_peak_E,tangent_peak,tangent_peak_E,lobpcg_two_area,tangent_two_area,delta_two_area,area_pct_error,abs_area_pct_error
D20 one-node tangent,0.361,1-2,0.3609976417767782,1,0.3652247610386681,0.00020092091503502027,0.00020095993185788508,3.901682286481492e-08,0.019418995209142035,0.019418995209142035
D20 one-node tangent,0.901,6,0.9006729727988744,3,0.9156339079560922,7.731285636348081e-05,4.580777843910793e-05,-3.1505077924372884e-05,-40.75011506010596,40.75011506010596
D20 one-node tangent,1.034,7-8,1.034170521069759,4,1.0416621705680313,0.00021730582042998897,0.00021637298723453216,-9.328331954568125e-07,-0.4292720708589351,0.4292720708589351
D20 one-node tangent,1.393,"15,19",1.392940224023971,5,1.3991709155284102,7.841230311883863e-05,8.045550264980434e-05,2.0431995309657048e-06,2.605712942609416,2.605712942609416
D20 one-node tangent,1.483,25-26,1.4831717534255278,6,1.4866190977489353,0.0008775633624094288,0.0004428301242124586,-0.0004347332381969702,-49.53867228496996,49.53867228496996
D20 one-node tangent,2.265,84,2.2647232012718295,8,2.255648700217675,0.00027780754173878646,0.0002720065064856665,-5.80103525311997e-06,-2.0881489454215387,2.0881489454215387
